"";"id";"part_index";"parent_id";"title";"type";"course_id";"obsels";"max.duration";"size";"nb_img";"vid_length";"Readers"
"1";2778161;0;0;"Programmez vos premiers montages avec Arduino";"course";2778161;0;NA;0;0;0;4864
"2";2778402;0;3285107;"À qui s'adresse ce cours ?";"title-3";2778161;0;NA;0;0;0;0
"3";2778891;0;3285107;"Organisation du cours";"title-3";2778161;0;NA;0;0;0;0
"4";2782510;0;3285131;"Sauvegarde et transfert de votre programme";"title-3";2778161;0;NA;0;0;0;0
"5";2784589;0;3285142;"Portée des variables ou ""scope""";"title-3";2778161;0;NA;0;0;0;0
"6";2784678;0;3285131;"En résumé";"title-3";2778161;0;NA;0;0;0;0
"7";2806610;0;3285193;"Quelles variables, quelles boucles ?";"title-3";2778161;0;NA;0;0;0;0
"8";2806807;0;3285193;"Le point machine à café";"title-3";2778161;0;NA;0;0;0;0
"9";2807086;0;3285193;"Projet 2 : Une GuirLED";"title-3";2778161;0;NA;0;0;0;0
"10";3166746;0;3285224;"Les entrées numériques";"title-3";2778161;0;NA;0;0;0;0
"11";3167004;0;3285142;"Programme ""Hello Arduino World !""";"title-3";2778161;0;NA;0;0;0;0
"12";3167020;0;3285146;"Programme ""Arduino compte seul""";"title-3";2778161;0;NA;0;0;0;0
"13";3167024;0;3285146;"La boucle ""for""";"title-3";2778161;0;NA;0;0;0;0
"14";3167030;0;3285146;"Le type boolean";"title-3";2778161;0;NA;0;0;0;0
"15";3167034;0;3285146;"Code final du programme ""Arduino compte seul""";"title-3";2778161;0;NA;0;0;0;0
"16";3167039;0;3285146;"Code pour le programme ""Table de multiplication""";"title-3";2778161;0;NA;0;0;0;0
"17";3182136;0;3285235;"Alea jacta est";"title-3";2778161;0;NA;0;0;0;0
"18";3182230;0;3285235;"Un programme pour tester nos LEDs";"title-3";2778161;0;NA;0;0;0;0
"19";3182436;0;3285235;"Allumez vos diodes pour chaque face de dé";"title-3";2778161;0;NA;0;0;0;0
"20";3182621;0;3285235;"Le programme final pour le dé à 5 LEDs";"title-3";2778161;0;NA;0;0;0;0
