"";"id";"part_id";"parent_id";"title";"type";"course_id";"obsels";"max.duration";"size";"nb_img";"vid_length"
"1";0;2766951;0;"Animez une communauté Twitter";"course";2766951;0;NA;0;0;0
"2";0;2768491;3174093;"Twitter, un réseau social parmi tant d'autres";"title-3";2766951;0;NA;0;0;0
"3";0;2777208;3174093;"Pourquoi Twitter ?";"title-3";2766951;0;NA;0;0;0
"4";7;2785906;3174126;"Mesurez votre ampleur avec Twitter Analytics";"title-2";2766951;0;1230,8;1125;1;0
"5";0;2785918;2785906;"Le taux d'engagement";"title-3";2766951;0;NA;0;0;0
"6";0;2785924;2785906;"Autres indicateurs";"title-3";2766951;0;NA;0;0;0
"7";0;2794568;3174106;"Utilisez les hashtags";"title-3";2766951;0;NA;0;0;0
"8";0;2795118;3174106;"Quand tweeter ?";"title-3";2766951;0;NA;0;0;0
"9";0;3127036;3174116;"Pourquoi et comment générer un buzz ?";"title-3";2766951;0;NA;0;0;0
"10";0;3135919;3174116;"Gérez un bad buzz";"title-3";2766951;0;NA;0;0;0
"11";0;3135933;2785906;"Autres outils";"title-3";2766951;0;NA;0;0;0
"12";0;3139453;3174112;"Créez votre communauté";"title-3";2766951;0;NA;0;0;0
"13";0;3141063;3174112;"Développez votre communauté";"title-3";2766951;0;NA;0;0;0
"14";0;3141991;3174098;"Choisissez votre nom d'utilisateur";"title-3";2766951;0;NA;0;0;0
"15";0;3142038;3174123;"La gestion du compte";"title-3";2766951;0;NA;0;0;0
"16";0;3142043;3174123;"Le comportement vis-à-vis des autres";"title-3";2766951;0;NA;0;0;0
"17";0;3143512;3174123;"En résumé";"title-3";2766951;0;NA;0;0;0
"18";8;3144591;3174126;"Gérez un compte de support";"title-2";2766951;0;541,4;730;0;0
"19";0;3144601;3144591;"Pourquoi utiliser un compte support ?";"title-3";2766951;0;NA;0;0;0
"20";0;3144605;3144591;"Comment utiliser un compte support ?";"title-3";2766951;0;NA;0;0;0
"21";1;3174093;3174107;"Qu’est-ce que Twitter ?";"title-2";2766951;0;1089,6;1807;0;0
"22";0;3174097;3174098;"Gérez votre image de marque";"title-3";2766951;0;NA;0;0;0
"23";2;3174098;3174107;"Préparez votre profil";"title-2";2766951;0;617,5;716;2;0
"24";3;3174106;3174107;"Rédigez vos premiers tweets";"title-2";2766951;0;913,4;1460;3;0
"25";-1;3174107;2766951;"Démarrez avec Twitter";"title-1";2766951;0;NA;0;0;0
"26";4;3174112;3174124;"Créez, modérez et développez votre communauté";"title-2";2766951;0;1449,2;2160;1;0
"27";5;3174116;3174124;"Maîtrisez les buzz";"title-2";2766951;0;830,2;985;1;0
"28";0;3174122;3174123;"Les messages";"title-3";2766951;0;NA;0;0;0
"29";6;3174123;3174124;"Évitez les impairs";"title-2";2766951;0;1213,5;766;2;0
"30";-2;3174124;2766951;"Administrez votre compte Twitter";"title-1";2766951;0;NA;0;0;0
"31";9;3174125;3174126;"Servez-vous des outils externes";"title-2";2766951;0;1183,5;1564;0;0
"32";-3;3174126;2766951;"Utilisez Twitter de façon professionnelle";"title-1";2766951;0;NA;0;0;0
"33";0;3192327;3174125;"Hootsuite : gérez tous vos réseaux à la fois !";"title-3";2766951;0;NA;0;0;0
"34";0;3192330;3174125;"IFTTT : programmez des actions automatiques";"title-3";2766951;0;NA;0;0;0
"35";0;3192332;3174125;"Des outils alternatifs";"title-3";2766951;0;NA;0;0;0
"36";0;3281015;2785906;"Le nombre d'impressions";"title-3";2766951;0;NA;0;0;0
"37";0;3281202;3174125;"Conclusion";"title-3";2766951;0;NA;0;0;0
"38";0;3331520;3174106;"Que peut-on mettre dans un tweet ?";"title-3";2766951;0;NA;0;0;0
"39";0;3331523;3174106;"Discutez avec les mentions";"title-3";2766951;0;NA;0;0;0
"40";0;3662142;3174093;"Comprendre Twitter";"title-3";2766951;0;NA;0;0;0
"41";0;3662211;3144591;"Tutoyer, vouvoyer ?";"title-3";2766951;0;NA;0;0;0
"42";0;3878365;3174112;"Animez votre communauté";"title-3";2766951;0;NA;0;0;0
"43";0;3878368;3174112;"En résumé";"title-3";2766951;0;NA;0;0;0
