"";"id";"part_id";"parent_id";"title";"type";"course_id";"obsels";"max.duration";"size";"nb_img";"vid_length"
"1";0;2778161;0;"Programmez vos premiers montages avec Arduino";"course";2778161;0;NA;0;0;0
"2";0;2778402;3285107;"À qui s'adresse ce cours ?";"title-3";2778161;0;NA;0;0;0
"3";0;2778891;3285107;"Organisation du cours";"title-3";2778161;0;NA;0;0;0
"4";0;2782510;3285131;"Sauvegarde et transfert de votre programme";"title-3";2778161;0;NA;0;0;0
"5";0;2784589;3285142;"Portée des variables ou ""scope""";"title-3";2778161;0;NA;0;0;0
"6";0;2784678;3285131;"En résumé";"title-3";2778161;0;NA;0;0;0
"7";0;2806610;3285193;"Quelles variables, quelles boucles ?";"title-3";2778161;0;NA;0;0;0
"8";0;2806807;3285193;"Le point machine à café";"title-3";2778161;0;NA;0;0;0
"9";0;2807086;3285193;"Projet 2 : Une GuirLED";"title-3";2778161;0;NA;0;0;0
"10";0;3166746;3285224;"Les entrées numériques";"title-3";2778161;0;NA;0;0;0
"11";0;3167004;3285142;"Programme ""Hello Arduino World !""";"title-3";2778161;0;NA;0;0;0
"12";0;3167020;3285146;"Programme ""Arduino compte seul""";"title-3";2778161;0;NA;0;0;0
"13";0;3167024;3285146;"La boucle ""for""";"title-3";2778161;0;NA;0;0;0
"14";0;3167030;3285146;"Le type boolean";"title-3";2778161;0;NA;0;0;0
"15";0;3167034;3285146;"Code final du programme ""Arduino compte seul""";"title-3";2778161;0;NA;0;0;0
"16";0;3167039;3285146;"Code pour le programme ""Table de multiplication""";"title-3";2778161;0;NA;0;0;0
"17";0;3182136;3285235;"Alea jacta est";"title-3";2778161;0;NA;0;0;0
"18";0;3182230;3285235;"Un programme pour tester nos LEDs";"title-3";2778161;0;NA;0;0;0
"19";0;3182436;3285235;"Allumez vos diodes pour chaque face de dé";"title-3";2778161;0;NA;0;0;0
"20";0;3182621;3285235;"Le programme final pour le dé à 5 LEDs";"title-3";2778161;0;NA;0;0;0
"21";0;3192433;3285257;"Le clignotant à vitesse variable";"title-3";2778161;0;NA;0;0;0
"22";0;3200808;3285142;"En résumé";"title-3";2778161;0;NA;0;0;0
"23";0;3208169;3285186;"Résistance et loi d'ohm";"title-3";2778161;0;NA;0;0;0
"24";0;3210336;3285287;"La bibliothèque Servo";"title-3";2778161;0;NA;0;0;0
"25";0;3211199;3285287;"... La condition SWITCH !";"title-3";2778161;0;NA;0;0;0
"26";0;3217177;3285193;"Les tableaux    ";"title-3";2778161;0;NA;0;0;0
"27";0;3228331;3285193;"Projet 1 : “Blink à trois”";"title-3";2778161;0;NA;0;0;0
"28";0;3236187;3285400;"Le matériel requis";"title-3";2778161;0;NA;0;0;0
"29";0;3236745;3285400;"Les types de capteurs";"title-3";2778161;0;NA;0;0;0
"30";0;3242299;3285257;"Le mappage de valeurs";"title-3";2778161;0;NA;0;0;0
"31";0;3285089;3285107;"Qu'est-ce que l'Arduino ?";"title-3";2778161;0;NA;0;0;0
"32";0;3285106;3285107;"Logiciels et matériel pour débuter";"title-3";2778161;0;NA;0;0;0
"33";1;3285107;3285194;"Installez vos outils de travail";"title-2";2778161;0;1817,8;2864;2;0
"34";0;3285110;3285131;"La structure de base d'un programme Arduino";"title-3";2778161;0;NA;0;0;0
"35";0;3285118;3285131;"Le menu du logiciel";"title-3";2778161;0;NA;0;0;0
"36";0;3285123;3285131;"La LED 13";"title-3";2778161;0;NA;0;0;0
"37";0;3285126;3285131;"Votre premier programme : «Blink Blink !» ";"title-3";2778161;0;NA;0;0;0
"38";0;3285130;3285131;"Fréquence et période";"title-3";2778161;0;NA;0;0;0
"39";2;3285131;3285194;"Créez votre premier programme sur Arduino";"title-2";2778161;0;2194,5;4670;6;0
"40";3;3285142;3285194;"Utilisez les constantes, les variables, les conditions et le moniteur série";"title-2";2778161;0;2178,3;4336;2;0
"41";0;3285145;3285146;"TP : Programme “Table de multiplication""";"title-3";2778161;0;NA;0;0;0
"42";4;3285146;3285194;"Faites des boucles et des calculs";"title-2";2778161;0;2270,1;3045;1;0
